,title,writer,pony,dialog
261,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,How are we gonna cross this?
262,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,Huh?
264,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Excuse me, sir. Why are you crying?"
265,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,"Oh, give me a break."
266,"Friendship is Magic, part 2",Lauren Faust,Applejack,That's what all the fuss is about?
267,"Friendship is Magic, part 2",Lauren Faust,Rarity,"Why, of course it is. How can you be so insensitive? Oh, just look at him. Such lovely luminescent scales."
269,"Friendship is Magic, part 2",Lauren Faust,Rarity,And your expertly coiffed mane.
271,"Friendship is Magic, part 2",Lauren Faust,Rarity,Your fabulous manicure.
273,"Friendship is Magic, part 2",Lauren Faust,Rarity,All ruined without your beautiful mustache.
275,"Friendship is Magic, part 2",Lauren Faust,Rarity,I simply cannot let such a crime against fabulosity go uncorrected.
277,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Rarity, what are you-"
279,"Friendship is Magic, part 2",Lauren Faust,Rarity,You look smashing.
280,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Oh, Rarity, your beautiful tail..."
281,"Friendship is Magic, part 2",Lauren Faust,Rarity,"Oh. It's fine, my dear. Short tails are in this season. Besides, it'll grow back."
282,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,So would the mustache.
283,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,[gasp] We can cross now. Let's go. Ah!
285,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"There it is, the ruin that holds The Elements of Harmony. We made it!"
286,"Friendship is Magic, part 2",Lauren Faust,Applejack,"Twilight, wait for us!"
287,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,We're almost there. Whoa!
288,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,What's with you and falling off cliffs today?
289,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,[sighs] Now what?
290,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Duh.
291,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,Oh yeah.
293,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Who's there?
295,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,I ain't scared of you! Show yourself!
297,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Who?
299,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,"Really?! I mean... Oh yeah, me. Hey, uh, you wouldn't mind telling the Wonderbolts that, would ya? 'cause I've been trying to get into that group for like, ever."
301,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Yep.
303,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Yes.
305,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,"Yes, [chuckle] it's all true."
307,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,WOOHOO! Sign me up. Just let me tie this bridge real quick and then we have a deal.
309,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Rainbow, what's taking so long? Oh no. Rainbow! Don't listen to them."
311,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,"You... Thank you! For the offer, I mean, but I'm afraid I have to say no."
312,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,See? I'd never leave my friends hangin'.
313,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,Whoa.
314,"Friendship is Magic, part 2",Lauren Faust,Applejack,"Come on, Twilight. Isn't this what you've been waitin' for?"
315,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"The Elements of Harmony, we've found them. Careful, careful!"
316,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,"One, two, three, four... There's only five!"
317,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Where's the sixth?
318,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"The book said: when the five are present, a spark will cause the sixth Element to be revealed."
319,"Friendship is Magic, part 2",Lauren Faust,Applejack,What in the hay is that supposed to mean?
320,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"I'm not sure, but I have an idea. Stand back. I don't know what will happen."
321,"Friendship is Magic, part 2",Lauren Faust,Applejack,"Come on now, y'all. She needs to concentrate."
322,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,Aah!
324,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,The Elements!
325,"Friendship is Magic, part 2",Lauren Faust,Applejack,"Twilight, where are you?"
326,"Friendship is Magic, part 2",Lauren Faust,Rarity,Look!
327,"Friendship is Magic, part 2",Lauren Faust,Applejack,Come on!
328,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,[gasp] Hmph!
330,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"[groan] Just one spark. Come on, come on. Aah!"
332,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,[gasp] But... where's the sixth Element?!
333,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"[gasp] You think you can destroy The Elements of Harmony just like that? Well, you're wrong, because the spirits of The Elements of Harmony are right here."
335,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Applejack, who reassured me when I was in doubt, represents the spirit of... honesty! Fluttershy, who tamed the manticore with her compassion, represents the spirit of... kindness! Pinkie Pie, who banished fear by giggling in the face of danger, represents the spirit of... laughter! Rarity, who calmed a sorrowful serpent with a meaningful gift represents the spirit of... generosity! And Rainbow Dash, who could not abandon her friends for her own heart's desire represents the spirit of... loyalty! The spirits of these five ponies got us through every challenge you threw at us."
337,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"But it did! A different kind of spark. I felt it the very moment I realized how happy I was to hear you, to see you, how much I cared about you. The spark ignited inside me when I realized that you all... are my friends! You see, Nightmare Moon, when those Elements are ignited by the... the spark, that resides in the heart of us all, it creates the sixth element: the element of... magic!"
339,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,"Ugh, my head."
340,"Friendship is Magic, part 2",Lauren Faust,Applejack,Everypony okay?
341,"Friendship is Magic, part 2",Lauren Faust,Rarity,"Oh, thank goodness."
342,"Friendship is Magic, part 2",Lauren Faust,Fluttershy,"Why Rarity, it's so lovely."
343,"Friendship is Magic, part 2",Lauren Faust,Rarity,I know! I'll never part with it again.
344,"Friendship is Magic, part 2",Lauren Faust,Fluttershy,No. Your necklace. It looks just like your cutie mark.
345,"Friendship is Magic, part 2",Lauren Faust,Rarity,What? Ooh. So does yours.
346,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,Look at mine! Look at mine!
347,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Aw yeah.
348,"Friendship is Magic, part 2",Lauren Faust,Applejack,"Gee, Twilight! I thought you were just spoutin' a lot of hooey, but I reckon we really do represent the elements of friendship."
350,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,[gasps] Princess Celestia.
352,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,But... you told me it was all an old pony tale.
357,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,Whoa!
360,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,"[blows her nose] [sobs] Hey, you know what this calls for?"
361,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,A party!
363,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"That's just it. Just when I learned how wonderful it is to have friends, I have to leave them."
365,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Oh thank you, Princess Celestia! I'll study harder than ever before."
366,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,"Isn't this exciting? Are you excited cause I'm excited I've never been so excited, well, except for the time that I went [deep gasp] but I mean really-"
367,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"No problem at all, Applejack. I'm glad the goal is lunchtime. All this hard work is making me hungry."
368,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,"I know, right?"
369,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Ooh-wee, Spike. You've been lounging on my back all morning while we worked."
370,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,"Exactly. You two are taking so long, I missed snack-time."
371,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"[stomach grumbles] [laughs nervously] Eh, I guess we better get some food."
372,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,Nope. Worm. A-ha!
373,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Oh Spike, that looks delicious."
374,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,Spike.
375,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,It's a letter from Princess Celestia.
376,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,"[clears throat] Hear ye, hear ye. Her Grand Royal Highness, Princess Celestia of Equestria, is pleased to announce the Grand Galloping Gala to be held in the magnificent capital city of Canterlot, on the 21st day of, eh, yadda yadda yadda, cordially extends an invitation to Twilight Sparkle plus one guest."
378,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,Woo-hoo!
379,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,"[burp] Look, two tickets."
380,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Wow, great! I've never been to the gala. Have you, Spike?"
381,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,"No, and I plan to keep it that way. I don't want any of that girly frilly frou-frou nonsense."
382,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Aw, come on Spike. A dance would be nice."
383,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,"Nice? It's a heap good more than just nice. I'd love to go. Land sakes, if I had an apple stand set up, ponies would be chowin' our tasty vittles 'til the cows came home. Do you have any idea how much business I could drum up for Sweet Apple Acres? Why, with all that money, we could do a heap of fixin' up 'round here. We could replace that saggy old roof, and Big McIntosh could replace that saggy old plow, and Granny Smith could replace that saggy old hip."
384,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,"Why, I'd give my left hind leg to go to that gala."
385,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Oh, well in that case, would you like to--"
386,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,Whoa! [crash] Ugh. Are we talking about the Grand Galloping Gala?
387,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,Rainbow Dash. You told me you were too busy to help me harvest apples. What were you busy doing? Spyin'?
388,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,"No, I was busy napping, and I just happened to hear that you have an extra ticket?"
389,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Yeah, but--"
390,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,"YES! This is so awesome. The Wonderbolts perform at the Grand Galloping Gala every year. I can see it now. Everyone would be watching the sky. Their eyes riveted on the Wonderbolts, but then in would fly Rainbow Dash!"
391,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,I would draw their attention with my Super Speed Strut.
392,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,"Then, I would mesmerize 'em with my Fantastic Filly Flash. And for my grand finale, the Buccaneer Blaze! The ponies would go wild!"
393,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,"The Wonderbolts would insist that my signature moves be incorporated into their routine, and then welcome me as their newest member."
394,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,Hold on just one pony pickin' minute here. [spit] I asked for that ticket first.
395,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,So? That doesn't mean you own it.
396,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,"Oh, yeah? Well I challenge you to a hoof-wrestle. Winner gets the ticket."
397,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Girls, these are my tickets, I'll decide who gets it, thank you very much. Whoever has the best reason to go should get the ticket, don't you think?"
398,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,Drummin' up business for the farm?
399,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,A chance to audition for the Wonderbolts?
400,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,Money t' fix Granny's hip.
401,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,Living the dream.
402,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Oh my, those were all pretty good reasons, aren't they? [stomach rumbles] [chuckles] Listen to that, I am starving. I don't know about you, but I can't make important decisions on an empty stomach, so I'll, uh, think about it over lunch and get back to you two, okay?"
403,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,"So, who you gonna give the ticket to, Twilight?"
404,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"I don't know Spike, but I really can't think straight when I'm hungry, so where should we eat?"
405,The Ticket Master,Amy Keating Rogers & Lauren Faust,Pinkie Pie,"[crash] Gah! Bats! Bats on my face! Help! Wait, these aren't... tickets to the Grand Galloping Gala?! It's the most amazing incredible tremendous super-fun wonderful terrifically humongous party in all of Equestria! I've always always always wanted to go!"
406,The Ticket Master,Amy Keating Rogers & Lauren Faust,Pinkie Pie,Oh the Grand Galloping Gala is the best place for me Oh the Grand Galloping Gala is the best place for me Hip hip Hooray! It's the best place for me For Pinkie...
407,The Ticket Master,Amy Keating Rogers & Lauren Faust,Pinkie Pie,With decorations like streamers and fairy-lights and pinwheels and pi<f1>atas and pin-cushions. With goodies like sugar cubes and sugar canes and sundaes and sun-beams and sarsaparilla. And I get to play my favorite-est of favorite fantabulous games like Pin the Tail on the Pony!
408,The Ticket Master,Amy Keating Rogers & Lauren Faust,Pinkie Pie,Oh the Grand Galloping Gala is the best place for me Oh the Grand Galloping Gala is the best place for me 'Cause it's the most galarrific superly-terrific gala ever In the whole galaxy Wheee!!
409,The Ticket Master,Amy Keating Rogers & Lauren Faust,Pinkie Pie,"Oh thank you, Twilight, it's the most wonderful-est gift ever."
