index,title,writer,pony,dialog,emotion_chatgpt,season
237,"Friendship is Magic, part 2",Lauren Faust,Fluttershy,"[giggles] Aw you're just a little ol' baby kitty, aren't you? Yes you are, yes you are.",joy,1
238,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,How did you know about the thorn?,surprise,1
239,"Friendship is Magic, part 2",Lauren Faust,Fluttershy,I didn't. Sometimes we all just need to be shown a little kindness.,joy,1
240,"Friendship is Magic, part 2",Lauren Faust,Rarity,"No. My eyes need a rest from all this icky muck. Well, I didn't mean that literally.",disgust,1
241,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,That ancient ruin could be right in front of our faces and we wouldn't even know it.,surprise,1
242,"Friendship is Magic, part 2",Lauren Faust,Rarity,"I didn't see you there, my apologies.",joy,1
243,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Right here... guh...,disgust,1
244,"Friendship is Magic, part 2",Lauren Faust,Applejack,"Oh wait, I think I stepped in somethin'.",surprise,1
245,"Friendship is Magic, part 2",Lauren Faust,Applejack,It's just mud.,neutral,1
246,"Friendship is Magic, part 2",Lauren Faust,Applejack,Aah!,surprise,1
248,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Pinkie, what are you doing?! Run!",fear,1
249,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,"Oh girls, don't you see?",joy,1
250,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,When I was a little filly and the sun was going down...,joy,1
251,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,Tell me she's not...,fear,1
252,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,"The darkness and the shadows, they would always make me frown...",sadness,1
253,"Friendship is Magic, part 2",Lauren Faust,Rarity,She is.,neutral,1
254,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,I'd hide under my pillow From what I thought I saw But Granny Pie said that wasn't the way To deal with fears at all,fear,1
255,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Then what is?,neutral,1
256,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,"She said, ""Pinkie, you gotta stand up tall Learn to face your fears You'll see that they can't hurt you Just laugh to make them disappear.""",joy,1
258,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,"So, giggle at the ghostly Guffaw at the grossly Crack up at the creepy Whoop it up with the weepy Chortle at the kooky Snortle at the spooky",joy,1
261,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,How are we gonna cross this?,fear,1
262,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,Huh?,surprise,1
264,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Excuse me, sir. Why are you crying?",sadness,1
265,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,"Oh, give me a break.",anger,1
266,"Friendship is Magic, part 2",Lauren Faust,Applejack,That's what all the fuss is about?,surprise,1
267,"Friendship is Magic, part 2",Lauren Faust,Rarity,"Why, of course it is. How can you be so insensitive? Oh, just look at him. Such lovely luminescent scales.",surprise,1
269,"Friendship is Magic, part 2",Lauren Faust,Rarity,And your expertly coiffed mane.,joy,1
271,"Friendship is Magic, part 2",Lauren Faust,Rarity,Your fabulous manicure.,joy,1
273,"Friendship is Magic, part 2",Lauren Faust,Rarity,All ruined without your beautiful mustache.,sadness,1
275,"Friendship is Magic, part 2",Lauren Faust,Rarity,I simply cannot let such a crime against fabulosity go uncorrected.,anger,1
277,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Rarity, what are you-",surprise,1
279,"Friendship is Magic, part 2",Lauren Faust,Rarity,You look smashing.,joy,1
280,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Oh, Rarity, your beautiful tail...",joy,1
281,"Friendship is Magic, part 2",Lauren Faust,Rarity,"Oh. It's fine, my dear. Short tails are in this season. Besides, it'll grow back.",joy,1
282,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,So would the mustache.,neutral,1
283,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,[gasp] We can cross now. Let's go. Ah!,surprise,1
285,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"There it is, the ruin that holds The Elements of Harmony. We made it!",joy,1
286,"Friendship is Magic, part 2",Lauren Faust,Applejack,"Twilight, wait for us!",joy,1
287,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,We're almost there. Whoa!,surprise,1
288,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,What's with you and falling off cliffs today?,neutral,1
289,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,[sighs] Now what?,sadness,1
290,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Duh.,disgust,1
291,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,Oh yeah.,joy,1
293,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Who's there?,surprise,1
295,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,I ain't scared of you! Show yourself!,fear,1
297,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Who?,neutral,1
299,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,"Really?! I mean... Oh yeah, me. Hey, uh, you wouldn't mind telling the Wonderbolts that, would ya? 'cause I've been trying to get into that group for like, ever.",surprise,1
301,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Yep.,neutral,1
303,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Yes.,neutral,1
305,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,"Yes, [chuckle] it's all true.",joy,1
307,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,WOOHOO! Sign me up. Just let me tie this bridge real quick and then we have a deal.,joy,1
309,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Rainbow, what's taking so long? Oh no. Rainbow! Don't listen to them.",fear,1
311,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,"You... Thank you! For the offer, I mean, but I'm afraid I have to say no.",fear,1
312,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,See? I'd never leave my friends hangin'.,joy,1
313,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,Whoa.,surprise,1
314,"Friendship is Magic, part 2",Lauren Faust,Applejack,"Come on, Twilight. Isn't this what you've been waitin' for?",neutral,1
315,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"The Elements of Harmony, we've found them. Careful, careful!",surprise,1
316,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,"One, two, three, four... There's only five!",surprise,1
317,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Where's the sixth?,surprise,1
318,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"The book said: when the five are present, a spark will cause the sixth Element to be revealed.",surprise,1
319,"Friendship is Magic, part 2",Lauren Faust,Applejack,What in the hay is that supposed to mean?,anger,1
320,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"I'm not sure, but I have an idea. Stand back. I don't know what will happen.",fear,1
321,"Friendship is Magic, part 2",Lauren Faust,Applejack,"Come on now, y'all. She needs to concentrate.",neutral,1
322,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,Aah!,surprise,1
324,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,The Elements!,surprise,1
325,"Friendship is Magic, part 2",Lauren Faust,Applejack,"Twilight, where are you?",neutral,1
326,"Friendship is Magic, part 2",Lauren Faust,Rarity,Look!,surprise,1
327,"Friendship is Magic, part 2",Lauren Faust,Applejack,Come on!,surprise,1
328,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,[gasp] Hmph!,anger,1
332,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,[gasp] But... where's the sixth Element?!,surprise,1
333,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"[gasp] You think you can destroy The Elements of Harmony just like that? Well, you're wrong, because the spirits of The Elements of Harmony are right here.",surprise,1
335,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Applejack, who reassured me when I was in doubt, represents the spirit of... honesty! Fluttershy, who tamed the manticore with her compassion, represents the spirit of... kindness! Pinkie Pie, who banished fear by giggling in the face of danger, represents the spirit of... laughter! Rarity, who calmed a sorrowful serpent with a meaningful gift represents the spirit of... generosity! And Rainbow Dash, who could not abandon her friends for her own heart's desire represents the spirit of... loyalty! The spirits of these five ponies got us through every challenge you threw at us.",joy,1
337,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"But it did! A different kind of spark. I felt it the very moment I realized how happy I was to hear you, to see you, how much I cared about you. The spark ignited inside me when I realized that you all... are my friends! You see, Nightmare Moon, when those Elements are ignited by the... the spark, that resides in the heart of us all, it creates the sixth element: the element of... magic!",joy,1
339,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,"Ugh, my head.",disgust,1
340,"Friendship is Magic, part 2",Lauren Faust,Applejack,Everypony okay?,joy,1
341,"Friendship is Magic, part 2",Lauren Faust,Rarity,"Oh, thank goodness.",joy,1
342,"Friendship is Magic, part 2",Lauren Faust,Fluttershy,"Why Rarity, it's so lovely.",joy,1
343,"Friendship is Magic, part 2",Lauren Faust,Rarity,I know! I'll never part with it again.,joy,1
344,"Friendship is Magic, part 2",Lauren Faust,Fluttershy,No. Your necklace. It looks just like your cutie mark.,joy,1
345,"Friendship is Magic, part 2",Lauren Faust,Rarity,What? Ooh. So does yours.,surprise,1
346,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,Look at mine! Look at mine!,joy,1
347,"Friendship is Magic, part 2",Lauren Faust,Rainbow Dash,Aw yeah.,joy,1
348,"Friendship is Magic, part 2",Lauren Faust,Applejack,"Gee, Twilight! I thought you were just spoutin' a lot of hooey, but I reckon we really do represent the elements of friendship.",joy,1
350,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,[gasps] Princess Celestia.,surprise,1
352,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,But... you told me it was all an old pony tale.,surprise,1
357,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,Whoa!,surprise,1
360,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,"[blows her nose] [sobs] Hey, you know what this calls for?",sadness,1
361,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,A party!,joy,1
363,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"That's just it. Just when I learned how wonderful it is to have friends, I have to leave them.",sadness,1
365,"Friendship is Magic, part 2",Lauren Faust,Twilight Sparkle,"Oh thank you, Princess Celestia! I'll study harder than ever before.",joy,1
366,"Friendship is Magic, part 2",Lauren Faust,Pinkie Pie,"Isn't this exciting? Are you excited cause I'm excited I've never been so excited, well, except for the time that I went [deep gasp] but I mean really-",joy,1
367,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"No problem at all, Applejack. I'm glad the goal is lunchtime. All this hard work is making me hungry.",joy,1
368,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,"I know, right?",joy,1
369,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Ooh-wee, Spike. You've been lounging on my back all morning while we worked.",joy,1
370,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,"Exactly. You two are taking so long, I missed snack-time.",sadness,1
371,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"[stomach grumbles] [laughs nervously] Eh, I guess we better get some food.",joy,1
372,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,Nope. Worm. A-ha!,surprise,1
373,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Oh Spike, that looks delicious.",joy,1
374,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,Spike.,neutral,1
375,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,It's a letter from Princess Celestia.,joy,1
376,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,"[clears throat] Hear ye, hear ye. Her Grand Royal Highness, Princess Celestia of Equestria, is pleased to announce the Grand Galloping Gala to be held in the magnificent capital city of Canterlot, on the 21st day of, eh, yadda yadda yadda, cordially extends an invitation to Twilight Sparkle plus one guest.",joy,1
378,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,Woo-hoo!,joy,1
379,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,"[burp] Look, two tickets.",surprise,1
380,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Wow, great! I've never been to the gala. Have you, Spike?",joy,1
381,The Ticket Master,Amy Keating Rogers & Lauren Faust,Spike,"No, and I plan to keep it that way. I don't want any of that girly frilly frou-frou nonsense.",anger,1
382,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Aw, come on Spike. A dance would be nice.",joy,1
383,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,"Nice? It's a heap good more than just nice. I'd love to go. Land sakes, if I had an apple stand set up, ponies would be chowin' our tasty vittles 'til the cows came home. Do you have any idea how much business I could drum up for Sweet Apple Acres? Why, with all that money, we could do a heap of fixin' up 'round here. We could replace that saggy old roof, and Big McIntosh could replace that saggy old plow, and Granny Smith could replace that saggy old hip.",joy,1
384,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,"Why, I'd give my left hind leg to go to that gala.",joy,1
385,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Oh, well in that case, would you like to--",neutral,1
386,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,Whoa! [crash] Ugh. Are we talking about the Grand Galloping Gala?,surprise,1
387,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,Rainbow Dash. You told me you were too busy to help me harvest apples. What were you busy doing? Spyin'?,anger,1
388,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,"No, I was busy napping, and I just happened to hear that you have an extra ticket?",surprise,1
389,The Ticket Master,Amy Keating Rogers & Lauren Faust,Twilight Sparkle,"Yeah, but--",neutral,1
390,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,"YES! This is so awesome. The Wonderbolts perform at the Grand Galloping Gala every year. I can see it now. Everyone would be watching the sky. Their eyes riveted on the Wonderbolts, but then in would fly Rainbow Dash!",joy,1
391,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,I would draw their attention with my Super Speed Strut.,joy,1
392,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,"Then, I would mesmerize 'em with my Fantastic Filly Flash. And for my grand finale, the Buccaneer Blaze! The ponies would go wild!",joy,1
393,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,"The Wonderbolts would insist that my signature moves be incorporated into their routine, and then welcome me as their newest member.",joy,1
394,The Ticket Master,Amy Keating Rogers & Lauren Faust,Applejack,Hold on just one pony pickin' minute here. [spit] I asked for that ticket first.,anger,1
395,The Ticket Master,Amy Keating Rogers & Lauren Faust,Rainbow Dash,So? That doesn't mean you own it.,anger,1
